FID,year,X_97,Y_97,source
2960,2019,173226.15,2547681.35,EMIC
2961,2019,173226.15,2547681.35,EMIC
2962,2019,165958.17,2536885.37,EMIC
2963,2019,171405.69,2542823.35,EMIC
2964,2019,173943.62,2544230.46,EMIC
2965,2019,173756.39,2543761.31,EMIC
2966,2019,167527.78,2541982.08,EMIC
2967,2019,165772.50,2537104.02,EMIC
2968,2019,173565.51,2543625.29,睺稰代
2969,2019,173140.09,2544159.80,EMIC
2970,2019,167548.31,2542117.97,EMIC
2971,2019,172382.22,2538049.73,EMIC
2972,2019,170678.76,2545762.74,EMIC
2973,2019,165875.30,2536960.37,EMIC
2974,2019,173761.00,2547679.47,EMIC
2975,2019,173390.20,2547146.13,EMIC
2976,2019,165897.52,2537173.87,EMIC
2977,2019,173226.15,2547681.35,EMIC
2978,2019,173226.15,2547681.35,EMIC
2979,2019,173201.75,2544328.26,睺稰代
2980,2019,172755.95,2547153.70,EMIC
2981,2019,191059.57,2508465.20,EMIC
2982,2019,173226.15,2547681.35,EMIC
2983,2019,173226.15,2547681.35,EMIC
2984,2019,179678.21,2566055.32,EMIC
2985,2019,167412.22,2549387.62,EMIC
2986,2019,173226.15,2547681.35,EMIC
2987,2019,174252.75,2545862.79,EMIC
2988,2019,174014.35,2544269.20,EMIC
2989,2019,174043.14,2549332.98,EMIC
2990,2019,165900.30,2536881.16,睺稰代
2991,2019,195446.98,2630106.35,EMIC
2992,2019,166524.90,2538995.33,EMIC
2993,2019,174011.08,2544454.26,EMIC
2994,2019,174056.04,2544546.62,EMIC
2995,2019,196823.28,2631477.78,EMIC
2996,2019,175319.55,2562477.73,EMIC
2997,2019,173884.14,2547343.73,EMIC
2998,2019,173226.15,2547681.35,EMIC
2999,2019,176389.28,2549394.15,EMIC
3000,2019,170038.62,2536389.88,EMIC
3001,2019,172987.20,2541911.85,睺稰代
3002,2019,173413.46,2542445.29,EMIC
3003,2019,177553.75,2549440.75,EMIC
3004,2019,168464.45,2548779.31,睺稰代
3005,2019,172882.29,2541468.64,EMIC
3006,2019,173452.51,2543678.06,EMIC
3007,2019,170881.11,2541708.93,EMIC
3008,2019,174102.53,2543744.50,EMIC
3009,2019,174109.02,2543527.52,EMIC
3010,2019,173854.43,2542490.49,EMIC
3011,2019,171403.92,2538422.64,EMIC
3012,2019,173024.93,2538056.95,睺稰代
3013,2019,174707.18,2543673.02,EMIC
3014,2019,169640.90,2542499.12,EMIC
3015,2019,173961.04,2542973.01,EMIC
3016,2019,173258.82,2541366.94,EMIC
3017,2019,173234.46,2542581.35,EMIC
3018,2019,173575.88,2543567.76,EMIC
3019,2019,168554.06,2548634.92,EMIC
3020,2019,174781.69,2621877.05,EMIC
3021,2019,168610.03,2548314.61,EMIC
3022,2019,169426.00,2530769.88,EMIC
3023,2019,173126.69,2544685.78,睺稰代
3024,2019,169041.13,2542471.99,EMIC
3025,2019,182301.04,2534091.27,EMIC
3026,2019,167944.77,2545112.97,EMIC
3027,2019,167751.42,2545413.03,EMIC
3028,2019,195448.01,2632675.86,EMIC
3029,2019,175107.45,2620543.55,EMIC
3030,2019,192001.75,2619931.22,EMIC
3031,2019,206274.84,2629039.96,EMIC
3032,2019,201218.72,2630741.68,EMIC
3033,2019,185208.24,2611542.39,EMIC
3034,2019,194744.28,2485218.33,睺稰代
3035,2019,173880.43,2542077.40,EMIC
3036,2019,188808.11,2635735.95,EMIC
3037,2019,201530.65,2629848.03,EMIC
3038,2019,189079.23,2631975.44,EMIC
3039,2019,173029.17,2543100.01,EMIC
3040,2019,174368.11,2611023.45,EMIC
3041,2019,172373.84,2540106.69,EMIC
3042,2019,181024.59,2509215.94,EMIC
3043,2019,174008.94,2549802.92,睺稰代
3044,2019,173216.93,2542542.90,睺稰代
3045,2019,187009.92,2530902.24,睺稰代
3046,2019,171303.00,2536905.60,睺稰代
3047,2019,173145.76,2544085.79,EMIC
3048,2019,172968.90,2543205.51,EMIC
3049,2019,173630.62,2544093.17,EMIC
3050,2019,173066.80,2542090.68,EMIC
3051,2019,172279.58,2537842.40,EMIC
3052,2019,175538.25,2544288.51,EMIC
3053,2019,173139.15,2541281.92,EMIC
3054,2019,172030.93,2540526.73,EMIC
3055,2019,159709.26,2568872.60,猠Ы
3056,2019,175674.21,2544792.90,睺稰代
3057,2019,174634.87,2543707.38,EMIC
3058,2019,174721.55,2543573.50,EMIC
3059,2019,173491.31,2542502.74,睺稰代
3060,2019,173295.33,2542111.82,EMIC
3061,2019,175134.03,2546684.07,睺稰代
3062,2019,173074.84,2538271.87,EMIC
3063,2019,167677.70,2531775.12,EMIC
3064,2019,172905.83,2543440.73,睺稰代
3065,2019,174508.82,2543802.14,睺稰代
3066,2019,193619.48,2624166.02,ㄤ
3067,2019,171686.78,2536106.37,EMIC
3068,2019,170420.84,2532827.42,EMIC
3069,2019,173383.22,2541631.86,EMIC
3070,2019,173355.41,2542413.51,EMIC
3071,2019,169220.54,2542659.40,EMIC
3072,2019,190966.00,2507686.00,EMIC
3073,2019,187056.90,2531169.59,EMIC
3074,2019,172773.33,2536789.77,EMIC
3075,2019,170681.48,2545928.73,睺稰代
3076,2019,173414.50,2542510.23,EMIC
3077,2019,178470.06,2509209.09,EMIC
3078,2019,178438.23,2509106.04,EMIC
3079,2019,173848.47,2539227.13,EMIC
3080,2019,166401.18,2537270.85,EMIC
3081,2019,183684.60,2623333.73,睺稰代
3082,2019,173325.29,2540988.97,EMIC
3083,2019,166087.37,2536545.12,EMIC
3084,2019,166987.56,2539948.15,EMIC
3085,2019,173357.38,2540847.50,EMIC
3086,2019,173602.50,2544206.61,睺稰代
3087,2019,173720.98,2543940.94,EMIC
3088,2019,173283.29,2541178.99,EMIC
3089,2019,173143.14,2541305.73,EMIC
3090,2019,175283.51,2541056.31,EMIC
3091,2019,180371.36,2510708.64,EMIC
3092,2019,170343.63,2532958.25,EMIC
3093,2019,184382.34,2507893.91,EMIC
3094,2019,173201.80,2542229.25,EMIC
3095,2019,174230.33,2542844.05,EMIC
3096,2019,189263.43,2486987.05,EMIC
3097,2019,166393.08,2548985.28,睺稰代
3098,2019,184512.10,2615353.46,睺稰代
3099,2019,171403.92,2538422.64,EMIC
3100,2019,165822.22,2536730.65,EMIC
3101,2019,169575.73,2541285.08,EMIC
3102,2019,173258.82,2541366.94,EMIC
3103,2019,173167.15,2542754.15,EMIC
3104,2019,170054.47,2546458.31,EMIC
3105,2019,170487.21,2536045.09,EMIC
3106,2019,170375.94,2535272.03,EMIC
3107,2019,173214.00,2538971.60,EMIC
3108,2019,172967.06,2543464.00,睺稰代
3109,2019,184703.56,2506660.83,EMIC
3110,2019,172796.46,2541747.04,EMIC
3111,2019,175283.51,2541056.31,EMIC
3112,2019,170350.64,2536095.20,EMIC
3113,2019,183796.48,2565210.05,EMIC
3114,2019,184619.54,2506625.31,EMIC
3115,2019,173258.82,2541366.94,EMIC
3116,2019,173817.93,2545181.71,EMIC
3117,2019,173074.84,2538271.87,EMIC
3118,2019,184257.64,2511414.51,EMIC
3119,2019,173332.14,2542334.89,睺稰代
3120,2019,166628.29,2533913.30,EMIC
3121,2019,174597.20,2541653.75,EMIC
3122,2019,166704.99,2533142.88,EMIC
3123,2019,170590.70,2540985.65,EMIC
3124,2019,175283.51,2541056.31,EMIC
3125,2019,167208.19,2529611.31,EMIC
3126,2019,169426.00,2530769.88,EMIC
3127,2019,206336.30,2622429.92,EMIC
3128,2019,188792.19,2505140.14,EMIC
3129,2019,167884.43,2536038.99,EMIC
3130,2019,170664.43,2536388.34,睺稰代
3131,2019,179923.18,2526486.70,EMIC
3132,2019,174781.69,2621877.05,EMIC
3133,2019,170420.84,2532827.42,EMIC
3134,2019,167677.70,2531775.12,EMIC
3135,2019,186756.86,2621864.67,EMIC
3136,2019,190718.69,2512329.07,EMIC
3137,2019,173305.98,2541526.50,EMIC
3138,2019,206336.30,2622429.92,EMIC
3139,2019,170498.96,2530538.40,EMIC
3140,2019,179737.84,2623638.15,EMIC
3141,2019,194744.28,2485218.33,睺稰代
3142,2019,254293.37,2529145.28,EMIC
3143,2019,289448.66,2610071.98,EMIC
3144,2019,291320.99,2620390.36,EMIC
3145,2019,260883.97,2533562.46,EMIC
3146,2019,264685.89,2538856.50,EMIC
3147,2019,263967.28,2534804.70,EMIC
3148,2019,240744.59,2644002.84,EMIC
3149,2019,207010.43,2487409.36,EMIC
3150,2019,292252.74,2617938.33,EMIC
3151,2019,285148.64,2599153.91,EMIC
3152,2019,209319.71,2485079.12,EMIC
3153,2019,288447.77,2606854.10,EMIC
3154,2019,281634.68,2581268.53,EMIC
3155,2019,227167.98,2431267.79,EMIC
3156,2019,215109.39,2461202.02,EMIC
3157,2019,280465.13,2573039.65,EMIC
3158,2019,278580.66,2569611.67,EMIC
3159,2019,298155.62,2586033.35,EMIC
3160,2019,212178.60,2491360.65,竝
3161,2019,208911.50,2475142.18,そ隔羆Ы
3162,2019,288054.41,2600615.64,EMIC
3163,2019,267458.30,2557198.23,EMIC
3164,2019,289937.44,2601285.77,EMIC
3165,2019,291739.19,2601945.64,EMIC
3166,2019,291739.19,2601945.64,EMIC
3167,2019,288535.63,2602637.18,EMIC
3168,2019,287243.72,2608942.88,EMIC
3169,2019,290090.11,2781772.13,EMIC
3170,2019,272538.51,2760765.36,EMIC
3171,2019,285085.36,2767167.88,EMIC
3172,2019,271656.92,2754851.10,EMIC
3173,2019,250621.59,2747861.29,EMIC
3174,2019,277864.11,2763544.60,EMIC
3175,2019,255410.59,2730229.16,EMIC
3176,2019,287363.95,2772534.26,EMIC
3177,2019,322428.52,2777036.62,EMIC
3178,2019,278198.83,2763661.24,EMIC
3179,2019,274374.00,2762036.00,EMIC
3180,2019,287197.00,2772975.00,EMIC
3181,2019,331549.12,2729108.54,EMIC
3182,2019,294111.05,2784865.58,EMIC
3183,2019,300697.20,2780893.71,EMIC
3184,2019,300671.88,2779568.83,EMIC
3185,2019,331306.27,2706990.96,EMIC
3186,2019,312773.31,2793041.41,EMIC
3187,2019,331606.24,2729103.00,EMIC
3188,2019,332170.15,2729357.33,EMIC
3189,2019,329550.45,2736091.94,EMIC
3190,2020,179153.77,2644396.55,睺稰代
3191,2020,164690.12,2609368.65,睺稰代
3192,2020,164190.05,2581199.76,睺稰代
3193,2020,169365.11,2624289.85,猠Ы
3194,2020,169393.71,2544683.86,睺稰代
3195,2020,166394.99,2545843.00,EMIC
3196,2020,164699.33,2542871.40,EMIC
3197,2020,170167.42,2524115.50,睺稰代
3198,2020,178510.18,2526110.04,睺稰代
3199,2020,166037.36,2542625.44,EMIC
3200,2020,164704.54,2543971.40,猠Ы
3201,2020,164393.82,2543419.44,猠Ы
3202,2020,184968.84,2530672.46,睺稰代
3203,2020,164460.44,2615593.43,睺稰代
3204,2020,188768.00,2635187.95,睺稰代
3205,2020,158906.87,2571009.31,猠Ы
3206,2020,176170.91,2594118.10,睺稰代
3207,2020,170153.57,2615132.21,EMIC
3208,2020,179705.53,2499478.20,睺稰代
3209,2020,191957.60,2622008.65,睺稰代
3210,2020,189292.33,2619662.70,睺稰代
3211,2020,166806.22,2603455.91,睺稰代
3212,2020,167496.51,2589983.90,睺稰代
3213,2020,167200.91,2604794.88,睺稰代
3214,2020,187940.77,2590893.68,睺稰代
3215,2020,167496.51,2589983.90,睺稰代
3216,2020,173490.77,2542355.24,睺稰代
3217,2020,182996.04,2608860.39,睺稰代
3218,2020,186055.77,2609199.31,睺稰代
3219,2020,190588.66,2605687.45,睺稰代
3220,2020,199345.51,2618579.33,睺稰代
3221,2020,178510.18,2526110.04,睺稰代
3222,2020,170664.43,2536388.34,睺稰代
3223,2020,204932.34,2666266.31,睺稰代
3224,2020,170418.30,2524325.92,睺稰代
3225,2020,185413.30,2506729.68,睺稰代
3226,2020,166926.46,2591688.39,睺稰代
3227,2020,165501.68,2590862.22,睺稰代
3228,2020,0.00,0.00,EMIC
3229,2020,170760.82,2524807.16,EMIC
3230,2020,184469.94,2507803.47,EMIC
3231,2020,185448.45,2506924.31,EMIC
3232,2020,319046.44,2774855.47,睺稰代
3233,2020,189751.54,2504324.76,EMIC
3234,2020,179153.77,2644396.55,睺稰代
3235,2020,167811.14,2602617.98,睺稰代
3236,2020,164190.05,2581199.76,睺稰代
3237,2020,161878.04,2581945.41,睺稰代
3238,2020,0.00,0.00,睺稰代
3239,2020,164690.12,2609368.65,睺稰代
3240,2020,163979.84,2586987.93,睺稰代
3241,2020,173762.68,2597747.76,睺稰代
3242,2020,165003.96,2577481.31,睺稰代
3243,2020,176170.91,2594118.10,睺稰代
3244,2020,191796.71,2594933.85,睺稰代
3245,2020,167376.86,2549386.16,睺稰代
3246,2020,159717.65,2555863.49,EMIC
3247,2020,168008.43,2549033.72,EMIC
3248,2020,202938.63,2514036.96,EMIC
3249,2020,184589.97,2507881.17,EMIC
3250,2020,185448.45,2506924.31,EMIC
3251,2020,178177.10,2517049.34,EMIC
3252,2020,188116.53,2505378.94,EMIC
3253,2020,183431.82,2505768.12,EMIC
3254,2020,189538.87,2507028.06,EMIC
3255,2020,185549.11,2506740.95,EMIC
3256,2020,178526.64,2508652.04,EMIC
3257,2020,184575.80,2506635.57,EMIC
3258,2020,176860.20,2507763.08,EMIC
3259,2020,178226.68,2508937.38,EMIC
3260,2020,178434.63,2509281.13,EMIC
3261,2020,197497.35,2513377.20,EMIC
3262,2020,177311.97,2510138.89,EMIC
3263,2020,173489.08,2514465.85,EMIC
3264,2020,196667.43,2508089.14,EMIC
3265,2020,176756.57,2513085.05,EMIC
3266,2020,177576.71,2509459.25,EMIC
3267,2020,176483.06,2512270.01,EMIC
3268,2020,179032.73,2508252.03,EMIC
3269,2020,177576.71,2509459.25,EMIC
3270,2020,176353.27,2503436.81,EMIC
3271,2020,178171.43,2513569.51,EMIC
3272,2020,178348.56,2509071.02,EMIC
3273,2020,176422.22,2502852.55,EMIC
3274,2020,178171.43,2513569.51,EMIC
3275,2020,179148.84,2521384.71,EMIC
3276,2020,176726.46,2513127.17,EMIC
3277,2020,201679.55,2480882.16,睺稰代
3278,2020,179351.12,2505544.82,EMIC
3279,2020,177089.41,2502684.82,EMIC
3280,2020,204314.24,2506138.63,EMIC
3281,2020,182508.95,2513060.71,EMIC
3282,2020,181691.87,2506364.56,EMIC
3283,2020,176393.41,2503276.94,EMIC
3284,2020,179898.09,2505676.94,EMIC
3285,2020,207381.88,2505390.50,EMIC
3286,2020,177310.78,2509974.00,EMIC
3287,2020,179772.17,2505487.96,EMIC
3288,2020,177592.59,2502435.82,EMIC
3289,2020,172479.03,2518184.03,EMIC
3290,2020,177314.09,2512265.14,EMIC
3291,2020,201216.39,2480907.97,睺稰代
3292,2020,183562.42,2509676.75,睺稰代
3293,2020,178402.77,2505945.34,EMIC
3294,2020,177664.90,2508440.16,EMIC
3295,2020,179797.45,2505263.93,EMIC
3296,2020,178171.43,2513569.51,EMIC
3297,2020,177471.04,2503151.48,EMIC
3298,2020,178358.73,2509201.31,EMIC
3299,2020,178347.67,2521606.62,EMIC
3300,2020,179134.56,2525165.05,EMIC
3301,2020,179228.97,2504689.95,EMIC
3302,2020,183541.32,2509649.89,EMIC
3303,2020,185871.98,2510792.50,EMIC
3304,2020,186254.63,2511285.63,EMIC
3305,2020,175888.52,2502504.33,EMIC
3306,2020,176422.22,2502852.55,EMIC
3307,2020,183505.37,2516219.73,EMIC
3308,2020,177839.35,2503079.65,EMIC
3309,2020,202260.93,2481411.12,EMIC
3310,2020,200925.23,2479124.50,EMIC
3311,2020,184103.53,2504101.77,EMIC
3312,2020,176941.14,2520671.27,EMIC
3313,2020,177694.14,2502459.88,EMIC
3314,2020,184610.65,2507693.05,EMIC
3315,2020,178506.05,2499382.76,EMIC
3316,2020,177920.95,2522868.17,EMIC
3317,2020,179509.82,2520958.68,EMIC
3318,2020,202814.30,2505832.01,EMIC
3319,2020,178756.89,2509546.05,EMIC
3320,2020,178599.71,2508170.99,EMIC
3321,2020,218218.74,2454455.94,EMIC
3322,2020,182557.75,2513095.73,EMIC
3323,2020,183736.79,2501661.60,EMIC
3324,2020,180708.35,2513373.87,EMIC
3325,2020,194744.28,2485218.33,睺稰代
3326,2020,205653.94,2511695.87,EMIC
3327,2020,169393.71,2544683.86,睺稰代
3328,2020,198948.56,2668180.61,睺稰代
3329,2020,204162.91,2510354.00,EMIC
3330,2020,169902.09,2535154.61,睺稰代
3331,2020,169732.99,2535936.79,睺稰代
3332,2020,183842.84,2513384.69,EMIC
3333,2020,200632.65,2504205.53,EMIC
3334,2020,177355.33,2512122.65,睺稰代
3335,2020,181776.62,2506288.03,睺稰代
3336,2020,183897.21,2506071.08,睺稰代
3337,2020,168932.66,2524660.14,睺稰代
3338,2020,165461.46,2608584.14,睺稰代
3339,2020,168795.83,2524988.56,睺稰代
3340,2020,185862.74,2518404.96,睺稰代
3341,2020,189808.57,2505198.46,睺稰代
3342,2020,170642.94,2536379.15,EMIC
3343,2020,191135.41,2560308.86,EMIC
3344,2020,173027.39,2539082.07,EMIC
3345,2020,176578.05,2515051.66,林薄戈
3346,2020,174107.62,2516445.55,林薄戈
3347,2020,173821.33,2517959.35,林薄戈
3348,2020,182470.54,2517039.75,林薄戈
3349,2020,176604.46,2503101.36,林薄戈
3350,2020,182964.39,2511829.81,林薄戈
3351,2020,169787.08,2535229.30,EMIC
3352,2020,170257.68,2536053.06,EMIC
3353,2020,177920.95,2522868.17,EMIC
3354,2020,181131.66,2521077.81,睺稰代
3355,2020,177398.97,2521738.81,睺稰代
3356,2020,173103.00,2534238.30,EMIC
3357,2020,174533.88,2515584.30,林薄戈
3358,2020,180596.63,2514218.30,林薄戈
3359,2020,174864.67,2517942.28,林薄戈
3360,2020,181511.72,2523089.75,EMIC
3361,2020,175648.06,2523247.47,EMIC
3362,2020,176293.12,2519084.31,EMIC
3363,2020,172248.11,2537984.67,EMIC
3364,2020,172270.42,2532332.61,EMIC
3365,2020,175993.02,2527054.55,EMIC
3366,2020,182785.27,2536281.41,EMIC
3367,2020,173309.50,2539318.51,EMIC
3368,2020,170302.58,2535251.05,EMIC
3369,2020,171254.54,2601851.26,睺稰代
3370,2020,170360.93,2524068.85,EMIC
3371,2020,324820.48,2780060.79,EMIC
3372,2020,170201.60,2535243.05,EMIC
3373,2020,204975.96,2515735.75,EMIC
3374,2020,180064.65,2523154.93,EMIC
3375,2020,202562.01,2550497.68,EMIC
3376,2020,325304.99,2780106.89,EMIC
3377,2020,170979.39,2522135.25,EMIC
3378,2020,177920.95,2522868.17,EMIC
3379,2020,186867.77,2505197.22,EMIC
3380,2020,170935.94,2524715.60,EMIC
3381,2020,170291.92,2524036.74,EMIC
3382,2020,168837.34,2524782.22,EMIC
3383,2020,176967.34,2509194.06,EMIC
3384,2020,185842.64,2505169.61,EMIC
3385,2020,186867.39,2505198.12,EMIC
3386,2020,177829.72,2510307.85,EMIC
3387,2020,186867.77,2505197.22,EMIC
3388,2020,209730.32,2526234.08,EMIC
3389,2020,172913.42,2536910.02,EMIC
3390,2020,175041.44,2529435.26,EMIC
3391,2020,177920.95,2522868.17,EMIC
3392,2020,170353.01,2524344.15,EMIC
3393,2020,168893.80,2526122.25,EMIC
3394,2020,182806.71,2504921.42,睺稰代
3395,2020,175016.57,2534682.27,EMIC
3396,2020,179627.61,2519986.08,EMIC
3397,2020,197156.90,2519427.81,EMIC
3398,2020,173376.28,2523977.91,EMIC
3399,2020,179843.27,2508817.58,EMIC
3400,2020,186867.77,2505197.22,EMIC
3401,2020,178209.58,2523560.26,EMIC
3402,2020,166307.65,2562322.64,EMIC
3403,2020,170760.82,2524807.16,EMIC
3404,2020,173103.00,2534238.30,EMIC
3405,2020,169993.60,2526311.88,EMIC
3406,2020,180553.63,2497550.76,睺稰代
3407,2020,171462.37,2525878.05,EMIC
3408,2020,182426.99,2531330.98,EMIC
3409,2020,179098.94,2525448.82,EMIC
3410,2020,175888.52,2502504.33,EMIC
3411,2020,198918.09,2522103.88,EMIC
3412,2020,176871.28,2510442.64,EMIC
3413,2020,176988.67,2510388.04,EMIC
3414,2020,198918.09,2522103.88,EMIC
3415,2020,176788.95,2510306.72,EMIC
3416,2020,176363.45,2503417.94,EMIC
3417,2020,179772.17,2505487.96,EMIC
3418,2020,186479.76,2518115.01,EMIC
3419,2020,183892.87,2492362.48,EMIC
3420,2020,186229.46,2498740.65,睺稰代
3421,2020,176826.71,2502331.16,EMIC
3422,2020,187009.92,2530902.24,睺稰代
3423,2020,172480.32,2527320.03,EMIC
3424,2020,179100.12,2506741.05,EMIC
3425,2020,209434.39,2480977.90,EMIC
3426,2020,205998.40,2477595.72,EMIC
3427,2020,177806.30,2508331.97,EMIC
3428,2020,179209.32,2525192.16,EMIC
3429,2020,199733.74,2524537.27,EMIC
3430,2020,198918.09,2522103.88,EMIC
3431,2020,185287.24,2493834.45,EMIC
3432,2020,206854.72,2508576.29,EMIC
3433,2020,179663.97,2525815.06,EMIC
3434,2020,210726.96,2477354.54,EMIC
3435,2020,178348.53,2521157.46,EMIC
3436,2020,177744.40,2521529.64,EMIC
3437,2020,176492.48,2522082.37,EMIC
3438,2020,173998.09,2539222.00,EMIC
3439,2020,179705.20,2525585.97,EMIC
3440,2020,208666.39,2476830.48,EMIC
3441,2020,194676.71,2491821.12,EMIC
3442,2020,194676.71,2491821.12,EMIC
3443,2020,184343.39,2490218.47,EMIC
3444,2020,167080.37,2587654.24,睺稰代
3445,2020,179256.64,2507515.04,EMIC
3446,2020,194138.95,2484967.82,EMIC
3447,2020,179523.41,2508871.10,EMIC
3448,2020,178954.59,2528419.84,EMIC
3449,2020,198887.61,2483339.36,睺稰代
3450,2020,205769.44,2506630.92,EMIC
3451,2020,195930.91,2507629.75,EMIC
3452,2020,177751.53,2528820.54,EMIC
3453,2020,177783.01,2533868.78,EMIC
3454,2020,201812.77,2510385.90,EMIC
3455,2020,179334.94,2508557.92,EMIC
3456,2020,205774.04,2515838.13,EMIC
3457,2020,167740.47,2582410.01,睺稰代
3458,2020,188703.28,2489175.45,EMIC
3459,2020,198967.76,2485292.03,EMIC
3460,2020,185292.17,2489671.78,EMIC
3461,2020,184100.31,2494751.28,EMIC
3462,2020,172248.11,2537984.67,EMIC
3463,2020,172248.11,2537984.67,EMIC
3464,2020,203431.87,2481216.30,EMIC
3465,2020,197081.97,2509603.08,EMIC
3466,2020,186266.19,2496542.99,EMIC
3467,2020,173103.00,2534238.30,EMIC
3468,2020,171689.20,2535860.73,EMIC
3469,2020,182158.73,2532372.35,EMIC
3470,2020,200706.97,2481247.87,EMIC
3471,2020,169704.25,2535509.92,EMIC
3472,2020,173309.50,2539318.51,EMIC
3473,2020,193851.43,2485825.70,EMIC
3474,2020,194929.18,2506373.52,EMIC
3475,2020,172720.82,2537056.07,EMIC
3476,2020,170293.42,2535264.72,EMIC
3477,2020,204318.78,2495954.16,EMIC
3478,2020,205774.04,2515838.13,EMIC
3479,2020,188722.04,2491251.27,EMIC
3480,2020,218275.32,2709607.52,睺稰代
3481,2020,198994.73,2482730.87,EMIC
3482,2020,194168.81,2597400.79,EMIC
3483,2020,198999.36,2484982.00,EMIC
3484,2020,196173.87,2529426.76,EMIC
3485,2020,198887.61,2483339.36,睺稰代
3486,2020,170664.43,2536388.34,睺稰代
3487,2020,164190.05,2581199.76,睺稰代
3488,2020,200520.32,2482142.60,睺稰代
3489,2020,167748.80,2581883.91,睺稰代
3490,2020,167645.97,2581967.54,睺稰代
3491,2020,164190.05,2581199.76,睺稰代
3492,2020,194744.28,2485218.33,睺稰代
3493,2020,200520.32,2482142.60,睺稰代
3494,2020,186229.46,2498740.65,睺稰代
3495,2020,183171.48,2503645.82,睺稰代
3496,2020,179805.34,2515420.55,EMIC
3497,2020,206086.25,2476060.10,睺稰代
3498,2020,178171.43,2513569.51,EMIC
3499,2020,180948.50,2496929.53,EMIC
3500,2020,186257.34,2498844.74,睺稰代
3501,2020,198887.61,2483339.36,睺稰代
3502,2020,198948.56,2668180.61,睺稰代
3503,2020,188722.04,2491251.27,EMIC
3504,2020,176485.17,2503654.77,EMIC
3505,2020,189566.78,2499282.02,EMIC
3506,2020,185542.41,2507046.72,EMIC
3507,2020,185287.24,2493834.45,EMIC
3508,2020,187972.32,2504237.75,EMIC
3509,2020,189455.02,2499317.32,EMIC
3510,2020,184374.90,2503766.52,EMIC
3511,2020,188331.92,2489014.82,EMIC
3512,2020,199822.55,2482513.69,EMIC
3513,2020,179716.39,2498280.99,EMIC
3514,2020,208400.02,2473654.04,EMIC
3515,2020,207611.64,2477386.25,EMIC
3516,2020,208415.30,2473629.97,EMIC
3517,2020,209000.96,2475052.81,EMIC
3518,2020,204670.54,2647651.78,睺稰代
3519,2020,205687.12,2651141.11,睺稰代
3520,2020,206181.03,2651675.79,睺稰代
3521,2020,206014.54,2651393.23,睺稰代
3522,2020,208614.38,2652629.11,睺稰代
3523,2020,205687.12,2651141.11,睺稰代
3524,2020,198887.61,2483339.36,睺稰代
3525,2020,206181.03,2651675.79,睺稰代
3526,2020,204670.54,2647651.78,睺稰代
3527,2020,206014.54,2651393.23,睺稰代
3528,2020,183684.60,2623333.73,睺稰代
3529,2020,207344.39,2642072.70,睺稰代
3530,2020,165900.30,2536881.16,睺稰代
3531,2020,189964.72,2634143.75,睺稰代
3532,2020,209401.46,2623859.71,睺稰代
3533,2020,186229.46,2498740.65,睺稰代
3534,2020,206391.45,2619687.80,睺稰代
3535,2020,295319.33,2762437.78,睺稰代
3536,2020,180948.50,2496929.53,EMIC
3537,2020,187840.84,2500588.60,EMIC
3538,2020,170664.43,2536388.34,籓玭カ現┎
3539,2020,183562.42,2509676.75,蔼动カ現┎
3540,2020,178510.18,2526110.04,蔼动カ現┎
3541,2020,179173.21,2525240.62,蔼动カ現┎
3542,2020,181131.66,2521077.81,蔼动カ現┎
3543,2020,173024.93,2538056.95,籓玭カ現┎
3544,2020,169393.71,2544683.86,籓玭カ現┎
3545,2020,194744.28,2485218.33,竒蕾场竝材猠Ы
3546,2020,171303.00,2536905.60,籓玭カ現┎
3547,2020,172971.26,2542483.69,籓玭カ現┎
3548,2020,179705.53,2499478.20,蔼动カ現┎
3549,2020,176974.78,2529719.38,ň竝
3550,2020,170167.42,2524115.50,蔼动カ現┎
3551,2020,178730.21,2525664.72,ň竝
3552,2020,165900.30,2536881.16,籓玭カ現┎
3553,2020,177920.95,2522868.17,ň竝
3554,2020,178457.31,2524063.72,ň竝
3555,2020,178940.25,2528757.40,ň竝
3556,2020,178177.10,2517049.34,ň竝
3557,2020,178202.18,2532735.15,ň竝
3558,2020,180336.57,2530073.71,ň竝
3559,2020,177573.49,2529294.81,ň竝
3560,2020,174197.01,2518045.81,ň竝
3561,2020,164690.12,2609368.65,冻狶郡現┎
3562,2020,178506.05,2499382.76,ň竝
3563,2020,168024.40,2605086.07,冻狶郡現┎
3564,2020,180658.73,2498300.96,ň竝
3565,2020,186229.46,2498740.65,竒蕾场竝
3566,2020,176422.22,2502852.55,ň竝
3567,2020,186257.34,2498844.74,蔼动カ現┎
3568,2020,185287.24,2493834.45,ň竝
3569,2020,179861.06,2503534.95,ň竝
3570,2020,171023.80,2524723.15,ň竝
3571,2020,175645.94,2527773.95,ň竝
3572,2020,159703.54,2568875.18,籓玭カ現┎
3573,2020,198927.32,2483207.91,竒蕾场竝
3574,2020,177920.95,2522868.17,ň竝
3575,2020,186769.54,2503606.61,ň竝
3576,2020,198887.61,2483339.36,狥郡現┎
3577,2020,175321.31,2514766.82,ň竝
3578,2020,174465.04,2540634.70,竒蕾场竝
3579,2020,322704.86,2779375.74,EMIC
3580,2020,320147.88,2780238.72,EMIC
3581,2020,320372.21,2779891.84,EMIC
3582,2020,323916.82,2781061.78,EMIC
3583,2020,324245.26,2782869.06,EMIC
