FID,year,X_97,Y_97,source
0,2018,172956.00,2543478.00,EMIC
1,2018,173040.00,2538130.00,EMIC
2,2018,173531.00,2539124.00,EMIC
3,2018,171101.00,2542320.00,EMIC
4,2018,172962.00,2542710.00,EMIC
5,2018,169331.00,2543750.00,EMIC
6,2018,164440.00,2545266.00,EMIC
7,2018,172544.00,2536651.00,EMIC
8,2018,177159.00,2541468.00,EMIC
9,2018,176937.00,2539141.00,EMIC
10,2018,174939.00,2543539.00,EMIC
11,2018,176904.00,2541109.00,EMIC
12,2018,182710.57,2531254.42,EMIC
13,2018,172966.87,2542471.94,EMIC
14,2018,180299.40,2496720.85,EMIC
15,2018,202521.43,2480268.54,EMIC
16,2018,194393.13,2485954.58,EMIC
17,2018,196617.06,2484245.45,EMIC
18,2018,178257.47,2500434.89,EMIC
19,2018,178460.35,2499868.98,EMIC
20,2018,172123.40,2545428.14,EMIC
21,2018,201234.62,2495620.81,EMIC
22,2018,203178.42,2513955.95,EMIC
23,2018,177925.02,2513981.79,EMIC
24,2018,202039.37,2512332.35,EMIC
25,2018,167369.96,2541731.62,EMIC
26,2018,182091.77,2534433.63,EMIC
27,2018,194822.25,2485708.17,EMIC
28,2018,188279.50,2506746.90,EMIC
29,2018,212033.59,2510728.92,EMIC
30,2018,217973.14,2507715.39,EMIC
31,2018,196539.85,2532339.72,EMIC
32,2018,175402.63,2530503.54,EMIC
33,2018,200161.32,2541450.85,EMIC
34,2018,175829.25,2513686.97,EMIC
35,2018,183566.21,2509586.79,EMIC
36,2018,176911.41,2507663.85,EMIC
37,2018,183106.42,2503377.63,EMIC
38,2018,177502.80,2513076.49,EMIC
39,2018,178073.79,2507005.58,EMIC
40,2018,200510.45,2479904.07,EMIC
41,2018,177389.63,2512097.12,EMIC
42,2018,208858.40,2475189.68,EMIC
43,2018,172871.45,2536879.85,EMIC
44,2018,175193.04,2538123.87,EMIC
45,2018,179187.68,2578115.40,EMIC
46,2018,173853.60,2537636.43,EMIC
47,2018,179661.86,2499702.30,EMIC
48,2018,177896.46,2513811.20,EMIC
49,2018,187258.59,2499428.05,EMIC
50,2018,189031.16,2493969.63,EMIC
51,2018,172873.02,2543415.39,EMIC
52,2018,175508.59,2543625.29,EMIC
53,2018,159691.84,2568797.83,EMIC
54,2018,166822.07,2550787.71,EMIC
55,2018,173438.68,2539141.42,EMIC
56,2018,189458.95,2495797.57,EMIC
57,2018,165464.96,2544332.34,EMIC
58,2018,173401.38,2540062.78,EMIC
59,2018,165849.85,2552339.58,EMIC
60,2018,169614.30,2538744.74,EMIC
61,2018,166397.62,2572641.72,EMIC
62,2018,170293.42,2535264.72,EMIC
63,2018,173422.43,2540067.32,EMIC
64,2018,184382.34,2507893.91,EMIC
65,2018,173376.44,2542194.80,EMIC
66,2018,165149.43,2550630.96,EMIC
67,2018,166835.98,2550893.72,EMIC
68,2018,173009.61,2538074.88,EMIC
69,2018,163381.04,2549410.46,EMIC
70,2018,167412.22,2549387.62,EMIC
71,2018,156814.23,2565687.85,EMIC
72,2018,167281.14,2543468.51,EMIC
73,2018,170750.35,2543728.90,EMIC
74,2018,172884.92,2562951.97,EMIC
75,2018,172252.47,2567120.11,EMIC
76,2018,173226.15,2547681.35,EMIC
77,2018,163381.04,2549410.46,EMIC
78,2018,172863.57,2541597.53,EMIC
79,2018,175869.88,2561720.62,EMIC
80,2018,173226.15,2547681.35,EMIC
81,2018,166027.17,2537421.94,EMIC
82,2018,172920.83,2547304.68,EMIC
83,2018,165741.40,2550784.33,EMIC
84,2018,167406.12,2546160.41,EMIC
85,2018,171082.59,2542329.60,EMIC
86,2018,174234.65,2517642.75,EMIC
87,2018,174203.72,2518315.75,EMIC
88,2018,165250.36,2547199.62,EMIC
89,2018,177544.76,2553539.46,EMIC
90,2018,173062.85,2543595.25,EMIC
91,2018,173819.56,2544539.29,EMIC
92,2018,160932.90,2551554.01,EMIC
93,2018,161410.47,2575839.35,EMIC
94,2018,161248.73,2562155.53,EMIC
95,2018,172006.75,2568093.36,EMIC
96,2018,169251.53,2548175.37,EMIC
97,2018,183912.55,2564800.38,EMIC
98,2018,181370.61,2496410.73,EMIC
99,2018,169379.56,2541833.95,EMIC
100,2018,165282.71,2608549.29,EMIC
101,2018,172035.17,2576508.61,EMIC
102,2018,209141.95,2504909.35,EMIC
103,2018,273736.52,2760052.92,EMIC
104,2018,271115.74,2763212.78,EMIC
105,2018,171408.62,2607460.67,EMIC
106,2018,208996.92,2475835.95,EMIC
107,2018,273458.71,2761015.95,EMIC
108,2018,171258.37,2565270.08,EMIC
109,2018,185856.24,2502730.07,EMIC
110,2018,205809.54,2515532.71,EMIC
111,2018,178822.52,2503302.72,EMIC
112,2018,271115.74,2763212.78,EMIC
113,2018,177263.44,2509257.08,EMIC
114,2018,169963.00,2536569.00,EMIC
115,2018,273863.73,2761537.32,EMIC
116,2018,272446.88,2760796.94,EMIC
117,2018,274506.07,2761277.85,EMIC
118,2018,207657.77,2667556.78,EMIC
119,2018,188069.82,2505342.92,EMIC
120,2018,273336.24,2758988.57,EMIC
121,2018,194595.11,2587760.27,EMIC
122,2018,272505.70,2763163.80,EMIC
123,2018,277399.64,2771839.50,EMIC
124,2018,180184.11,2502690.74,EMIC
125,2018,169556.34,2541623.15,EMIC
126,2018,178309.16,2522741.69,EMIC
127,2018,178407.06,2524356.87,EMIC
128,2018,173120.16,2542206.30,EMIC
129,2018,188306.50,2489578.66,EMIC
130,2018,273133.13,2760782.11,EMIC
131,2018,273508.29,2759731.61,EMIC
132,2018,271517.95,2759258.81,EMIC
133,2018,271115.74,2763212.78,EMIC
134,2018,171458.88,2541954.08,EMIC
135,2018,158626.63,2561762.41,EMIC
136,2018,200567.30,2540447.98,EMIC
137,2018,195080.54,2599508.59,EMIC
138,2018,177392.83,2502780.94,EMIC
139,2018,272439.50,2760807.12,EMIC
140,2018,181785.93,2505705.70,EMIC
141,2018,168605.91,2543503.81,EMIC
142,2018,168167.51,2543431.44,EMIC
143,2018,178109.74,2504156.11,EMIC
144,2018,272025.24,2761210.95,EMIC
145,2018,273064.02,2761179.65,EMIC
146,2018,173245.64,2544251.29,EMIC
147,2018,173226.15,2547681.35,EMIC
148,2018,178495.52,2609688.78,EMIC
149,2018,197562.37,2490341.66,EMIC
150,2018,158625.34,2561762.91,EMIC
151,2018,179396.25,2503561.17,EMIC
152,2018,188062.73,2500387.28,EMIC
153,2018,196778.31,2619362.34,EMIC
154,2018,276438.85,2763043.45,EMIC
155,2018,168285.07,2550411.99,EMIC
156,2018,193383.48,2485579.44,EMIC
157,2018,272294.89,2760873.01,EMIC
158,2018,180284.60,2579314.11,EMIC
159,2018,184067.30,2503040.20,EMIC
160,2018,174081.62,2517481.47,EMIC
161,2018,164069.21,2573251.56,EMIC
162,2018,168310.45,2545621.15,EMIC
163,2018,220289.05,2446806.40,EMIC
164,2018,187258.59,2499428.05,EMIC
165,2018,183910.95,2558228.62,EMIC
166,2018,173226.15,2547681.35,EMIC
167,2018,180737.78,2505319.89,EMIC
168,2018,174751.59,2569678.66,EMIC
169,2018,161807.04,2563999.42,EMIC
170,2018,183376.58,2509146.58,EMIC
171,2018,166535.00,2543889.64,EMIC
172,2018,177123.88,2502517.22,EMIC
173,2018,172188.48,2520669.96,EMIC
174,2018,175933.59,2612831.86,EMIC
175,2018,184382.34,2507893.91,EMIC
176,2018,164208.98,2542923.17,EMIC
177,2018,178214.54,2523546.61,EMIC
178,2018,180954.73,2504655.60,EMIC
179,2018,172346.87,2564963.08,EMIC
180,2018,167865.62,2543405.06,EMIC
181,2018,247228.04,2649536.18,EMIC
182,2018,219543.86,2571675.11,EMIC
183,2018,183022.37,2511299.40,EMIC
184,2018,175934.67,2504881.47,EMIC
185,2018,169513.11,2549477.31,EMIC
186,2018,183242.08,2505125.82,EMIC
187,2018,168789.23,2608259.88,EMIC
188,2018,202702.78,2505876.59,EMIC
189,2018,182761.19,2511344.51,EMIC
190,2018,178019.79,2497015.74,EMIC
191,2018,247923.44,2648501.84,EMIC
192,2018,181761.10,2506303.15,EMIC
193,2018,179121.74,2525127.25,EMIC
194,2018,183829.63,2558175.25,EMIC
195,2018,184257.64,2511414.51,EMIC
196,2018,182457.21,2513044.22,EMIC
197,2018,188069.82,2505342.92,EMIC
198,2018,182762.97,2509695.86,EMIC
199,2018,180337.88,2514558.23,EMIC
200,2018,174790.48,2601606.37,EMIC
201,2018,185599.33,2515360.42,EMIC
202,2018,171763.27,2550467.19,EMIC
203,2018,184156.57,2511813.13,EMIC
204,2018,169416.73,2551338.44,EMIC
205,2018,179818.95,2560482.38,EMIC
206,2018,180168.73,2505807.94,EMIC
207,2018,177412.52,2502725.92,EMIC
208,2018,178950.06,2500704.04,EMIC
209,2018,177751.00,2577020.00,EMIC
210,2018,179335.91,2505521.97,EMIC
211,2018,171477.11,2525853.16,EMIC
212,2018,177239.42,2502709.47,EMIC
213,2018,178255.20,2574738.94,EMIC
214,2018,180668.38,2512536.44,EMIC
215,2018,204203.83,2670978.63,EMIC
216,2018,183085.31,2505284.08,EMIC
217,2018,183165.78,2505352.60,EMIC
218,2018,174275.44,2570291.41,EMIC
219,2018,179953.82,2510023.10,EMIC
220,2018,184156.57,2511813.13,EMIC
221,2018,175934.67,2504881.47,EMIC
222,2018,178309.16,2522741.69,EMIC
223,2018,184258.60,2498053.67,EMIC
224,2018,182748.54,2511621.08,EMIC
225,2018,189805.46,2505174.54,EMIC
226,2018,182679.77,2510658.75,EMIC
227,2018,201976.25,2678072.75,EMIC
228,2018,182279.69,2512953.06,EMIC
229,2018,182739.63,2516443.91,EMIC
230,2018,187790.24,2504226.41,EMIC
231,2018,175934.67,2504881.47,EMIC
232,2018,176860.20,2507763.08,EMIC
233,2018,177571.75,2514705.12,EMIC
234,2018,185510.78,2506718.79,EMIC
235,2018,175934.67,2504881.47,EMIC
236,2018,269930.25,2772903.17,EMIC
237,2018,193796.30,2490500.83,EMIC
238,2018,185464.80,2506928.12,EMIC
239,2018,184655.58,2506678.57,EMIC
240,2018,177715.08,2521732.65,EMIC
241,2018,181920.76,2504323.21,EMIC
242,2018,183110.43,2503225.85,EMIC
243,2018,173066.31,2542762.69,EMIC
244,2018,163381.04,2549410.46,EMIC
245,2018,174612.59,2515479.46,EMIC
246,2018,168208.65,2550812.19,EMIC
247,2018,182809.27,2509662.66,EMIC
248,2018,178492.94,2503184.38,EMIC
249,2018,169580.52,2544667.46,EMIC
250,2018,177310.49,2510151.07,EMIC
251,2018,178408.11,2507984.41,EMIC
252,2018,178495.52,2609688.78,EMIC
253,2018,178077.56,2504042.64,EMIC
254,2018,177529.69,2508489.86,EMIC
255,2018,173226.15,2547681.35,EMIC
256,2018,181377.33,2504649.16,EMIC
257,2018,182043.77,2501618.91,EMIC
258,2018,179449.30,2508978.08,EMIC
259,2018,183275.38,2505816.85,EMIC
260,2018,169160.23,2543150.21,EMIC
261,2018,183601.36,2501917.30,EMIC
262,2018,183601.36,2501917.30,EMIC
263,2018,178816.03,2504219.91,EMIC
264,2018,176743.10,2502368.55,EMIC
265,2018,169940.00,2545130.00,EMIC
266,2018,179641.20,2509388.36,EMIC
267,2018,176682.13,2513202.24,EMIC
268,2018,216712.14,2690185.66,EMIC
269,2018,171309.08,2536898.47,EMIC
270,2018,183410.64,2496724.76,EMIC
271,2018,182666.26,2504406.98,EMIC
272,2018,179352.96,2503338.84,EMIC
273,2018,177191.02,2505823.38,EMIC
274,2018,177215.15,2504809.33,EMIC
275,2018,176586.32,2503225.07,EMIC
276,2018,170948.77,2555647.29,EMIC
277,2018,163242.59,2542884.94,EMIC
278,2018,178935.21,2503003.79,EMIC
279,2018,182781.13,2504919.94,EMIC
280,2018,200542.07,2506236.08,EMIC
281,2018,181341.41,2501169.02,EMIC
282,2018,185966.62,2505214.55,EMIC
283,2018,201652.64,2487804.74,EMIC
284,2018,179683.78,2505337.67,EMIC
285,2018,183085.31,2505284.08,EMIC
286,2018,180630.49,2499129.49,EMIC
287,2018,186162.43,2498003.00,EMIC
288,2018,177556.96,2503422.87,EMIC
289,2018,176410.37,2503959.99,EMIC
290,2018,176578.29,2512843.17,EMIC
291,2018,178492.11,2577632.75,EMIC
292,2018,169161.55,2545989.77,EMIC
293,2018,175756.81,2505401.27,EMIC
294,2018,174260.21,2517581.89,EMIC
295,2018,176819.68,2525994.08,EMIC
296,2018,176165.27,2505431.51,EMIC
297,2018,183466.11,2516730.51,EMIC
298,2018,178751.60,2523116.96,EMIC
299,2018,182982.28,2509655.92,EMIC
300,2018,172795.24,2577797.43,EMIC
301,2018,179069.03,2499252.46,EMIC
302,2018,178189.56,2521976.79,EMIC
303,2018,172067.61,2523746.68,EMIC
304,2018,186395.27,2516723.74,EMIC
305,2018,184156.57,2511813.13,EMIC
306,2018,176366.59,2502917.66,EMIC
307,2018,186424.93,2518903.35,EMIC
308,2018,183085.31,2505284.08,EMIC
309,2018,180691.67,2609261.52,EMIC
310,2018,174978.88,2502748.95,EMIC
311,2018,172795.24,2577797.43,EMIC
312,2018,192091.11,2597417.81,EMIC
313,2018,169696.33,2540666.36,EMIC
314,2018,181316.68,2504019.90,EMIC
315,2018,176756.57,2513085.16,EMIC
316,2018,181282.75,2503469.92,EMIC
317,2018,181380.58,2504033.90,EMIC
318,2018,185600.06,2621497.31,EMIC
319,2018,179708.87,2505268.00,EMIC
320,2018,184289.93,2514020.38,EMIC
321,2018,179683.41,2505337.96,EMIC
322,2018,182527.86,2511947.84,EMIC
323,2018,183527.02,2509312.25,EMIC
324,2018,172861.96,2542062.54,EMIC
325,2018,178077.56,2504042.64,EMIC
326,2018,177377.98,2507209.14,EMIC
327,2018,182646.98,2503393.35,EMIC
328,2018,167118.68,2549143.17,EMIC
329,2018,188914.78,2498017.38,EMIC
330,2018,178822.52,2503302.72,EMIC
331,2018,174938.58,2517512.32,EMIC
332,2018,185523.87,2506732.69,EMIC
333,2018,183737.59,2511706.33,EMIC
334,2018,166417.47,2536027.22,EMIC
335,2018,181351.34,2504030.95,EMIC
336,2018,183527.02,2509312.25,EMIC
337,2018,190877.61,2615654.93,EMIC
338,2018,162230.65,2551559.87,EMIC
339,2018,164466.21,2576581.47,EMIC
340,2018,183427.06,2516324.94,EMIC
341,2018,178492.11,2577632.75,EMIC
342,2018,184155.31,2506411.70,EMIC
343,2018,177675.14,2503391.86,EMIC
344,2018,179127.72,2525524.10,EMIC
345,2018,176682.53,2502858.96,EMIC
346,2018,172870.99,2534588.37,EMIC
347,2018,178975.64,2609180.28,EMIC
348,2018,171333.11,2554965.20,EMIC
349,2018,168850.30,2591755.08,EMIC
350,2018,173309.50,2539318.51,EMIC
351,2018,175934.67,2504881.47,EMIC
352,2018,172866.10,2543185.32,EMIC
353,2018,180411.51,2579790.04,EMIC
354,2018,175780.70,2502634.63,EMIC
355,2018,174917.11,2501683.85,EMIC
356,2018,175283.51,2541056.31,EMIC
357,2018,187258.59,2499428.05,EMIC
358,2018,187009.92,2530902.24,EMIC
359,2018,188186.49,2515996.69,EMIC
360,2018,186627.06,2569655.29,EMIC
361,2018,179727.52,2501649.84,EMIC
362,2018,202624.65,2511527.02,EMIC
363,2018,177416.93,2503336.24,EMIC
364,2018,189711.86,2505234.37,EMIC
365,2018,175585.78,2528002.04,EMIC
366,2018,183130.59,2505296.39,EMIC
367,2018,202082.54,2505134.02,EMIC
368,2018,171082.59,2542329.60,EMIC
369,2018,190548.81,2505338.84,EMIC
370,2018,173740.24,2549584.90,EMIC
371,2018,177500.26,2608272.07,EMIC
372,2018,169050.55,2563795.15,EMIC
373,2018,166037.36,2542625.55,EMIC
374,2018,190771.50,2510390.66,EMIC
375,2018,193790.12,2623859.57,EMIC
376,2018,176743.10,2502368.55,EMIC
377,2018,192556.00,2513684.04,EMIC
378,2018,163344.33,2562493.94,EMIC
379,2018,172352.86,2564531.62,EMIC
380,2018,176392.78,2502289.95,EMIC
381,2018,184257.64,2511414.51,EMIC
382,2018,176153.76,2502377.14,EMIC
383,2018,162517.30,2573871.40,EMIC
384,2018,173821.81,2545179.92,EMIC
385,2018,175434.56,2502719.92,EMIC
386,2018,177144.08,2513794.24,EMIC
387,2018,180001.48,2530014.23,EMIC
388,2018,176514.09,2503083.68,EMIC
389,2018,176912.36,2498538.82,EMIC
390,2018,175892.58,2502514.05,EMIC
391,2018,176756.57,2513085.16,EMIC
392,2018,177509.67,2608234.81,EMIC
393,2018,181808.27,2505988.90,EMIC
394,2018,176256.57,2505407.17,EMIC
395,2018,181824.91,2505709.00,EMIC
396,2018,186108.06,2504789.57,EMIC
397,2018,184736.11,2506366.13,EMIC
398,2018,177191.02,2505823.38,EMIC
399,2018,183986.24,2496699.68,EMIC
400,2018,177931.88,2508047.65,EMIC
401,2018,179006.78,2608800.69,EMIC
402,2018,201949.22,2540082.73,EMIC
403,2018,201253.33,2505347.00,EMIC
404,2018,176917.78,2502499.93,EMIC
405,2018,194796.97,2583193.12,EMIC
406,2018,167141.96,2591935.26,EMIC
407,2018,177058.06,2606860.77,EMIC
408,2018,169251.53,2548175.37,EMIC
409,2018,176302.67,2508200.57,EMIC
410,2018,175923.35,2502626.52,EMIC
411,2018,178516.05,2609042.53,EMIC
412,2018,180646.76,2503291.07,EMIC
413,2018,176000.88,2502820.93,EMIC
414,2018,176473.26,2503015.88,EMIC
415,2018,168817.60,2546060.07,EMIC
416,2018,182496.82,2503386.45,EMIC
417,2018,160980.47,2565796.53,EMIC
418,2018,185172.78,2502793.19,EMIC
419,2018,176592.66,2503239.99,EMIC
420,2018,167304.98,2594738.43,EMIC
421,2018,169640.90,2542499.12,EMIC
422,2018,163861.66,2561742.93,EMIC
423,2018,185815.09,2518355.55,EMIC
424,2018,179363.72,2502974.36,EMIC
425,2018,174999.75,2502477.87,EMIC
426,2018,195858.47,2530639.52,EMIC
427,2018,179069.95,2608882.31,EMIC
428,2018,175901.48,2505946.65,EMIC
429,2018,179365.11,2503610.87,EMIC
430,2018,189888.37,2509737.12,EMIC
431,2018,201949.22,2540082.73,EMIC
432,2018,183733.07,2509150.79,EMIC
433,2018,177290.09,2550749.89,EMIC
434,2018,176595.08,2507768.00,EMIC
435,2018,182809.32,2509627.56,EMIC
436,2018,168642.02,2548939.92,EMIC
437,2018,165229.98,2543877.73,EMIC
438,2018,182796.22,2509686.86,EMIC
439,2018,176578.29,2512843.17,EMIC
440,2018,176021.15,2513369.99,EMIC
441,2018,172795.24,2577797.43,EMIC
442,2018,176722.88,2502396.88,EMIC
443,2018,173821.81,2545179.92,EMIC
444,2018,179031.97,2523159.17,EMIC
445,2018,177371.65,2511989.13,EMIC
446,2018,172024.53,2560655.18,EMIC
447,2018,172770.00,2544119.00,EMIC
448,2018,171873.17,2542098.65,EMIC
449,2018,189105.98,2499237.64,EMIC
450,2018,175749.31,2505444.95,EMIC
451,2018,176867.45,2502357.88,EMIC
452,2018,191963.61,2596689.61,EMIC
453,2018,178552.74,2577429.29,EMIC
454,2018,172233.76,2564672.14,EMIC
455,2018,172062.32,2576457.96,EMIC
456,2018,193271.14,2620868.19,EMIC
457,2018,184398.46,2504082.67,EMIC
458,2018,181968.32,2504306.89,EMIC
459,2018,167403.91,2582407.34,EMIC
460,2018,184170.36,2503173.41,EMIC
461,2018,184299.14,2503574.83,EMIC
462,2018,178783.92,2509856.10,EMIC
463,2018,177144.08,2513794.24,EMIC
464,2018,163448.49,2560830.25,EMIC
465,2018,184404.77,2502460.94,EMIC
466,2018,184114.68,2496697.69,EMIC
467,2018,179100.77,2608839.89,EMIC
468,2018,181808.78,2496169.70,EMIC
469,2018,184490.75,2504006.09,EMIC
470,2018,176514.09,2503083.68,EMIC
471,2018,188911.87,2597603.45,EMIC
472,2018,177032.89,2503852.92,EMIC
473,2018,182168.07,2504266.92,EMIC
474,2018,192170.93,2605455.52,EMIC
475,2018,180239.27,2506330.95,EMIC
476,2018,183230.91,2509414.54,EMIC
477,2018,173857.26,2543750.11,EMIC
478,2018,176367.50,2502827.91,EMIC
479,2018,176375.74,2503193.97,EMIC
480,2018,176330.76,2503352.87,EMIC
481,2018,164149.57,2608015.38,EMIC
482,2018,178402.77,2505945.45,EMIC
483,2018,178495.52,2609688.78,EMIC
484,2018,173390.14,2504942.88,EMIC
485,2018,183963.39,2506184.71,EMIC
486,2018,177579.43,2504824.91,EMIC
487,2018,179448.57,2503273.84,EMIC
488,2018,175820.07,2503079.42,EMIC
489,2018,175747.22,2503009.29,EMIC
490,2018,177377.98,2502856.86,EMIC
491,2018,175934.67,2504881.47,EMIC
492,2018,177925.02,2513981.79,EMIC
493,2018,177353.27,2504162.15,EMIC
494,2018,177104.36,2502714.87,EMIC
495,2018,162988.38,2563236.75,EMIC
496,2018,168709.70,2558221.69,EMIC
497,2018,178201.06,2522042.30,EMIC
498,2018,172795.24,2577797.43,EMIC
499,2018,177711.73,2521871.87,EMIC
500,2018,183243.42,2509473.51,EMIC
501,2018,171637.53,2554584.63,EMIC
502,2018,194457.73,2493825.70,EMIC
503,2018,177620.59,2519551.45,EMIC
504,2018,167790.76,2544313.19,EMIC
505,2018,177724.17,2521593.85,EMIC
506,2018,174072.44,2542254.51,EMIC
507,2018,180041.44,2579848.27,EMIC
508,2018,185193.18,2505959.57,EMIC
509,2018,179577.41,2504083.95,EMIC
510,2018,186348.13,2506804.60,EMIC
511,2018,175437.09,2500682.80,EMIC
512,2018,179278.30,2504198.94,EMIC
513,2018,189321.75,2486560.39,EMIC
514,2018,172795.24,2577797.43,EMIC
515,2018,180701.40,2579514.37,EMIC
516,2018,165954.27,2586752.91,EMIC
517,2018,167304.98,2594738.43,EMIC
518,2018,182982.49,2496577.68,EMIC
519,2018,183343.35,2513719.90,EMIC
520,2018,164317.52,2562569.31,EMIC
521,2018,166312.52,2562332.91,EMIC
522,2018,181705.27,2496164.02,EMIC
523,2018,165431.63,2544366.08,EMIC
524,2018,178975.64,2609180.28,EMIC
525,2018,182348.15,2523810.66,EMIC
526,2018,179704.92,2506325.83,EMIC
527,2018,182303.26,2492195.71,EMIC
528,2018,184455.47,2502417.09,EMIC
529,2018,169222.11,2543908.23,EMIC
530,2018,183634.47,2502816.50,EMIC
531,2018,177695.93,2520494.02,EMIC
532,2018,185212.26,2503791.41,EMIC
533,2018,165454.93,2544353.44,EMIC
534,2018,185378.61,2493571.07,EMIC
535,2018,180658.83,2498301.07,EMIC
536,2018,181439.11,2501494.92,EMIC
537,2018,184387.49,2490231.90,EMIC
538,2018,181402.58,2501947.32,EMIC
539,2018,185938.82,2494120.62,EMIC
540,2018,188641.35,2498094.98,EMIC
541,2018,169961.30,2551417.69,EMIC
542,2018,178902.30,2498902.85,EMIC
543,2018,176217.66,2502964.95,EMIC
544,2018,176240.14,2502552.90,EMIC
545,2018,183127.47,2505358.64,EMIC
546,2018,159913.97,2555629.85,EMIC
547,2018,165466.88,2562602.91,EMIC
548,2018,177119.39,2502760.86,EMIC
549,2018,163553.21,2586460.77,EMIC
550,2018,176455.10,2512883.52,EMIC
551,2018,185468.76,2514349.81,EMIC
552,2018,182974.62,2504253.95,EMIC
553,2018,185127.91,2505254.90,EMIC
554,2018,178292.49,2523095.43,EMIC
555,2018,182305.83,2501014.46,EMIC
556,2018,174603.10,2515515.96,EMIC
557,2018,176102.88,2502954.21,EMIC
558,2018,181132.82,2499797.73,EMIC
559,2018,194853.34,2526369.04,EMIC
560,2018,181475.67,2499923.76,EMIC
561,2018,185468.74,2507466.72,EMIC
562,2018,184092.37,2503085.49,EMIC
563,2018,189105.98,2499237.64,EMIC
564,2018,168093.85,2548949.88,EMIC
565,2018,161025.79,2559423.71,EMIC
566,2018,180551.10,2499080.96,EMIC
567,2018,170948.77,2555647.29,EMIC
568,2018,194796.97,2583193.12,EMIC
569,2018,173413.11,2593536.94,EMIC
570,2018,184076.71,2503172.82,EMIC
571,2018,163381.04,2549410.46,EMIC
572,2018,182591.38,2501350.94,EMIC
573,2018,184458.02,2503324.88,EMIC
574,2018,162531.71,2606892.23,EMIC
575,2018,178482.05,2582349.28,EMIC
576,2018,183601.36,2501917.30,EMIC
577,2018,175819.92,2505048.33,EMIC
578,2018,166356.42,2562346.51,EMIC
579,2018,167269.82,2566530.38,EMIC
580,2018,164364.93,2564415.38,EMIC
581,2018,167010.95,2549605.12,EMIC
582,2018,162781.52,2544515.78,EMIC
583,2018,171082.59,2542329.60,EMIC
584,2018,195574.05,2596473.13,EMIC
585,2018,208414.51,2504584.99,EMIC
586,2018,175690.04,2505532.54,EMIC
587,2018,186472.69,2498951.48,EMIC
588,2018,180048.70,2502101.17,EMIC
589,2018,195043.41,2597011.01,EMIC
590,2018,163307.21,2596995.20,EMIC
591,2018,160325.70,2567951.74,EMIC
592,2018,184860.23,2514509.17,EMIC
593,2018,172533.19,2556603.27,EMIC
594,2018,170948.77,2555647.29,EMIC
595,2018,183800.05,2507887.68,EMIC
596,2018,184452.79,2503304.31,EMIC
597,2018,160325.70,2567951.74,EMIC
598,2018,167510.26,2549322.74,EMIC
599,2018,178604.77,2498853.76,EMIC
600,2018,163553.21,2586460.77,EMIC
601,2018,172352.86,2564531.62,EMIC
602,2018,160940.48,2558811.09,EMIC
603,2018,164149.57,2608015.38,EMIC
604,2018,195574.05,2596473.13,EMIC
605,2018,165569.93,2551853.99,EMIC
606,2018,164504.61,2549696.50,EMIC
607,2018,163185.80,2608248.16,EMIC
608,2018,170590.70,2540985.65,EMIC
609,2018,195207.39,2597125.12,EMIC
610,2018,183687.68,2504870.85,EMIC
611,2018,202104.26,2504855.75,EMIC
612,2018,166279.70,2562079.50,EMIC
613,2018,180671.47,2498868.75,EMIC
614,2018,175984.03,2513172.17,EMIC
615,2018,167087.92,2609234.35,EMIC
616,2018,173120.96,2541350.26,EMIC
617,2018,174813.55,2519277.37,EMIC
618,2018,170590.70,2540985.65,EMIC
619,2018,176153.54,2518614.79,EMIC
620,2018,165842.02,2551420.77,EMIC
621,2018,164315.77,2544531.10,EMIC
622,2018,178492.11,2577632.75,EMIC
623,2018,178309.16,2522741.69,EMIC
624,2018,195831.53,2527391.11,EMIC
625,2018,204994.58,2510135.26,EMIC
626,2018,175872.80,2561713.27,EMIC
627,2018,172795.24,2577797.43,EMIC
628,2018,169490.58,2584623.32,EMIC
629,2018,184889.06,2579415.73,EMIC
630,2018,170698.81,2583124.90,EMIC
631,2018,172352.86,2564531.62,EMIC
632,2018,192519.17,2517532.77,EMIC
633,2018,169782.00,2568563.81,EMIC
634,2018,190718.69,2512329.07,EMIC
635,2018,166314.29,2584805.43,EMIC
636,2018,200896.60,2619847.23,EMIC
637,2018,192829.02,2586617.35,EMIC
638,2018,169554.52,2541224.15,EMIC
639,2018,171461.07,2565966.56,EMIC
640,2018,191963.93,2599872.43,EMIC
641,2018,169164.42,2592512.43,EMIC
642,2018,177550.79,2501604.45,EMIC
643,2018,167213.53,2566529.35,EMIC
644,2018,173733.03,2539838.95,EMIC
645,2018,163326.49,2595084.73,EMIC
646,2018,163337.17,2595223.32,EMIC
647,2018,179511.32,2503204.54,EMIC
648,2018,178684.63,2501873.48,EMIC
649,2018,180732.12,2502025.86,EMIC
650,2018,168310.45,2545621.15,EMIC
651,2018,169380.08,2595446.78,EMIC
652,2018,178617.59,2521362.39,EMIC
653,2018,183110.35,2505895.83,EMIC
654,2018,221493.49,2456339.95,EMIC
655,2018,168865.36,2524668.14,EMIC
656,2018,163536.36,2557176.53,EMIC
657,2018,178111.53,2523710.00,EMIC
658,2018,171812.43,2541801.34,EMIC
659,2018,168425.44,2549277.09,EMIC
660,2018,179197.35,2525223.45,EMIC
661,2018,185560.39,2506347.57,EMIC
662,2018,173491.42,2542603.52,EMIC
663,2018,159572.57,2568885.06,EMIC
664,2018,190484.53,2505513.83,EMIC
